date,title,subtitle,standfirst,url,rank
2000-02-18,Anger in Lebanon,"Police fired tear gas and water cannon yesterday at about 2,000 students protesting outside the American embassy in Beirut against what they regard as US support for Israel's recent air strikes on Lebanon.","<A HREF=""http://www.newsunlimited.co.uk/israel/0,2759,64408,00.html"">Israel and the Middle East: special report </A>",https://www.theguardian.com/world/2000/feb/18/israelandthepalestinians.lebanon,5
2000-02-19,Huge anti-Haider rally expected to pack Hitler's square in Vienna,Vienna is braced for a massive demonstration today in protest at the inclusion of the far-right Freedom party in the new coalition government of Austria.,"<BR><A HREF=""http://www.newsunlimited.co.uk/austria"">The Austrian far right in power: special report</A>",https://www.theguardian.com/world/2000/feb/19/austria.kateconnolly,1
2000-02-20,The US isn't great on race. Are you Brits any better?,"As a black American,  Tara Mack thought she knew what Britain was like - old buildings, steak and kidney pie, and white people. Then she fell in love and moved here - just as the inquiry into Stephen Lawrence's murder hit the headlines. This is what she thinks of us now.","As a black American,  Tara Mack thought she knew what Britain was like - old buildings, steak and kidney pie, and white people. Then she fell in love and moved here - just as the inquiry into Stephen Lawrence's murder hit the headlines. This is what she thinks of us now<A HREF=""http://www.newsunlimited.co.uk/racism/0,2759,29222,00.html"">Race issues in the UK: special report </A>",https://www.theguardian.com/uk/2000/feb/20/race.world,1
2000-02-21,Pariah politics,"Through to the end of the cold war most western European countries practised a form of pariah politics, with two sets of parties generally excluded from the mainstream. On one side of the political spectrum were the communists. Some had managed to amass quite substantial electoral followings but all were regarded as more or less unfit to join coalitions. Indeed, just 25 years ago, in language far more extreme than that being used against the arrival of J&ouml;rg Haider's Freedom party in the Austrian government, leading   American politicians warned the Italians against bringing the then increasingly popular, and increasingly moderate, Italian Communist party into the government of the country.","If they want to stay in power, Europe's centre-right parties may have to come to some accommodation with their more extreme neighbours<BR><BR><a href=""http://www.newsunlimited.co.uk/austria/0,2759,131634,00.html"">Austria's far right: special report</a>",https://www.theguardian.com/world/2000/feb/21/austria.guardiananalysispage,23
2000-02-22,Shepherd without a flock,"People are leaving the Church of England in droves. Who is to blame? Step forward George Carey, the dithering cleric whose public pronouncements manage both to be bland and to offend. In the wake of the news that the Queen wants him to stay on,  Andrew Brown  examines how the Archbishop of Canterbury lost the plot","People are leaving the Church of England in droves. Who is to blame? Step forward George Carey, the dithering cleric whose public pronouncements manage both to be bland and to offend. In the wake of the news that the Queen wants him to stay on,  Andrew Brown  examines how the Archbishop of Canterbury lost the plot <BR><A  HREF=""http://www.newsunlimited.co.uk/religion/0,2759,38920,00.html"">Religion  in the UK: special report </A>",https://www.theguardian.com/world/2000/feb/22/religion.uk,3
2000-02-23,Truckers rally in Washington against soaring fuel costs,The centre of Washington was brought to a standstill yesterday when hundreds of American truckers brought their rigs to town in the largest show of protest so far against rising fuel prices.,NA,https://www.theguardian.com/world/2000/feb/23/martinkettle,6
2000-02-24,Why God isn't primetime,"For some reason the excellent James Boyle, who recently announced his resignation as head of Radio 4, has never received anything like the recognition he deserves for his courage in regenerating that institution's ancient, seemingly immutable schedule.","Also:  Our repulsive nation <BR> The insurance<BR> Anglican ambition<BR><BR><A HREF=""http://www.newsunlimited.co.uk/religion/0,2759,38920,00.html"">Religion in the UK: special report </A>",https://www.theguardian.com/world/2000/feb/24/religion.uk1,2
2000-02-25,Pakistan prosecutors try to stop Sharif testifying in public,"A judge is to rule today on whether Pakistan's deposed prime minister, Nawaz Sharif, should be allowed to testify in open court.","<BR><A HREF=""http://newsunlimited.co.uk/pakistan/"" >Pakistan coup: special report</A>",https://www.theguardian.com/world/2000/feb/25/pakistan.rorymccarthy,2
2000-02-26,Generals accused of war crimes,"Russian generals in Chechnya have presided over frequent executions, torture and rape, according to Human Rights Watch, a United States-based pressure group which blames the west for doing nothing to stop the slaughter.","Human rights watchdog blames Russian army leaders for Chechnya atrocities and the west for failing to act<BR><A
HREF=""http://www.newsunlimited.co.uk/chechnya/0,2759,91066,00.html"">Crisis
in Chechnya: special report</A>",https://www.theguardian.com/world/2000/feb/26/chechnya.julianborger,4
2000-02-27,Defiant spy names two in plot to kill Gadaffi,The renegade MI5 agent David Shayler last night dramatically escalated his battle with the Government when he named two serving intelligence officers who he says were involved in a covert operation to assassinate Libyan dictator Colonel Muammar Gadaffi.,NA,https://www.theguardian.com/world/2000/feb/27/martinbright.theobserver,12
2000-02-28,Pet passports,"1. Dogs made history today when they <A HREF=""http://www.newsunlimited.co.uk/uk_news/story/0,3604,141456,00.html"">entered Britain with passports</A>.",Everything you need to know about travelling pets on the net...,https://www.theguardian.com/news/2000/feb/28/netnotes,1
2000-02-29,Why does Shalina wish she was a boy?,"<p>The secretary general of the United Nations shows, in the life of one 13-year-old Bangladeshi girl, the tragedies and the lost potential caused by keeping her and around 90m of her peers out of school. Educating them would be a huge benefit to them and society</p>","The secretary general of the United Nations shows, in the life of one 13-year-old Bangladeshi girl, the tragedies and the lost potential caused by keeping her and around 90m of her peers out of school. Educating them would be a huge benefit to them and society",https://www.theguardian.com/world/2000/feb/29/news,7
2000-03-01,Britain announces more aid for Mozambique,"Britain has found more planes, helicopters, boats and volunteers to help flood stricken Mozambique, international development secretary Clare Short announced today.",NA,https://www.theguardian.com/world/2000/mar/01/mozambique1,28
2000-03-02,Elf bribery scandal claims Dumas,"A Gallic corruption scandal of staggering proportions yesterday claimed the highly placed scalp of Roland Dumas, the former foreign minister and intimate of the late Socialist president Fran&ccedil;ois Mitterrand when Mr Dumas confirmed his resignation as the country's top legal authority.","As France's former foreign minister resigns from key post, the spreading sleaze investigation threatens to tar a cultural and political elite",https://www.theguardian.com/world/2000/mar/02/eu.politics,27
2000-03-03,The Vienna opera ball,Everything you need to know about the Austrian social event of the year on the net,Everything you need to know about the Austrian social event of the year on the net,https://www.theguardian.com/news/2000/mar/03/netnotes.simonjeffery,1
2000-03-04,Tree people face wildlife peril,"The first sign of life from one of the trees speckled across the vast new lake that is southern Mozambique was an arm thrust from among the leaves. The anonymous limb waved a cooking pot, not with any great vigour, for fear of upsetting the precarious balance of life under the foliage. But it was enough to catch the South African pilot's eye.","Venomous snakes and stinging insects have also sought refuge in the branches <BR><A HREF=""http://www.newsunlimited.co.uk/Mozambique"" TARGET=""_new"">Mozambique floods: special report</A>  <BR><A HREF=""http://www.mod.uk/news/mozambique/index.html  "" TARGET=""_new"">Disaster Relief - MOD site</A>  <BR><A HREF=""http://www.candric.com/appeal"" TARGET=""_new"">Disasters Emergency Committee - Moazambique Floods Appeal</A>  <BR><A HREF=""http://www.dfid.gov.uk"" TARGET=""_new"">Department for International Development</A>",https://www.theguardian.com/world/2000/mar/04/mozambique.chrismcgreal,6
2000-03-05,Revealed: Russia's worst war crime in Chechnya,"Vladimir Putin is the new hero of Russian democracy, courted by Western leaders. He is also responsible for one of the most savage atrocities since the Second World War.","Vladimir Putin is the new hero of Russian democracy, courted by Western leaders. He is also responsible for one of the most savage atrocities since the Second World War.  John Sweeney is the first journalist to reach the devastated village of Katyr Yurt, where 363 people were slaughtered by Russian forces<BR><BR><A HREF=""http://www.newsunlimited.co.uk/russia"">Russia: special report</A><BR>  <BR><A HREF=""http://www.newsunlimited.co.uk/chechnya/0,2759,91066,00.html"">Crisis in Chechnya: special report</A>",https://www.theguardian.com/world/2000/mar/05/russia.chechnya,12
2000-03-06,Following my Prickometer,"<B>Simon Regan</B> found a fail-safe method of checking out his eight daughters' suitors, regardless of colour or creed","Simon Regan found a fail-safe method of checking out his eight daughters' suitors, regardless of colour or creed<BR><BR><A HREF=""http://www.newsunlimited.co.uk/racism/0,2759,29222,00.html"">Race issues in the UK: special report </A>",https://www.theguardian.com/uk/2000/mar/06/race.world,16
2000-03-07,Sidelines,"Germaine Greer wrote in her latest polemic: ""It's time to get angry again."" But did the need ever go away?",NA,https://www.theguardian.com/world/2000/mar/07/gender.uk1,3
2000-03-08,Tough new code on wife beating,"Prosecutors must consider taking wife beaters to court even if their victims withdraw their complaints, under new guidelines on combating domestic violence published by the home office yesterday.","<A HREF=""http://www.newsunlimited.co.uk/womensday/"">International women's day: special report</A>",https://www.theguardian.com/world/2000/mar/08/gender.uk,4
2000-03-09,Talking dirty,Quotes of the week,Quotes of the week,https://www.theguardian.com/world/2000/mar/09/gender.uk,1
2000-03-10,Behind the spy story,An interesting string of reactions yesterday greeted the Guardian's article about a secret US report concluding that a Nato spy provided Serbs with details of allied bombing plans in the early days of the Kosovo conflict.,"There is a broader agenda here. It might explain the motive for disclosure of an anti-Nato report<BR><BR><A HREF=""http://www.newsunlimited.co.uk/Kosovo/0,2759,45613,00.html"">Kosovo: special report</A>",https://www.theguardian.com/world/2000/mar/10/balkans,27
2000-03-11,West alert to dangerous rites of spring in Kosovo,"Europe and the US injected a note of urgency yesterday into allied attempts to contain conflicts in Kosovo, saying ethnic tensions were flaring dangerously a year after Nato's bombing campaign.","<A HREF=""http://www.newsunlimited.co.uk/Kosovo/0,2759,45613,00.html"">Kosovo: special report</A>",https://www.theguardian.com/world/2000/mar/11/balkans,26
2000-03-12,"Take care Tony, that man has blood on his hands",The photograph below of a detonator pre-set to explode a bomb calls into question Russian leader Vladimir Putin's line - endorsed by Tony Blair during his visit to Russia yesterday - that Chechen terrorists were responsible for the explosions that killed more than 200 Russians last year.,Evidence shows secret police were behind 'terrorist' bomb,https://www.theguardian.com/world/2000/mar/12/chechnya.johnsweeney,6
2000-03-13,The bitch is back,"Two men embroil themselves in battle and it's a gladiatorial feud: Blair and Brown, Fayed and Rowlands. Take two high-profile females at loggerheads and something much more subversive for the sisterhood apparently emerges: a catfight between bitches.","If it's feuding Labour females, then it must be a catfight:  Yvonne Roberts sees red at the way rows between women are billed",https://www.theguardian.com/world/2000/mar/13/gender.uk1,2
2000-03-14,Side lines,Gypsy chic or cheek? | IT boys,NA,https://www.theguardian.com/world/2000/mar/14/gender.uk2,1
2000-03-15,The right to say 'I don't',The government plans to require teachers to stress the benefits of marriage. But  Melissa Benn (happily unmarried with children) argues it will bring the stigma of illegitimacy back into schools,The government plans to require teachers to stress the benefits of marriage. But  Melissa Benn (happily unmarried with children) argues it will bring the stigma of illegitimacy back into schools,https://www.theguardian.com/world/2000/mar/15/gender.uk,3
2000-03-16,In brief,<B> Gore and Bush confirmed</B><BR>,NA,https://www.theguardian.com/world/2000/mar/16/2,6
2000-03-17,"Another year older, yet still none the wiser","The temptation to reconstruct the past in the light of present troubles is often hard to resist. A year after the Kosovo war began, vengeance killings, increasing crime, political infighting, intimidation, and corruption in that territory make an unpleasant picture. James Rubin, the American state department spokesman, has been there this week to plead with local leaders not to provoke the Serbs at a time when the US government is desperate to avoid any risk to American lives during an election campaign. That there might be more fighting in the Balkans is a repellent prospect, and if it were to begin because a handful of young men were not checked by a leadership which has the means to do so would be appalling.","The lessons of Kosovo may take some time to implement<BR><BR><A HREF=""http://www.newsunlimited.co.uk/Kosovo/0,2759,45613,00.html"">Kosovo: special report</A> <BR><BR><A HREF=""http://www.un.org/peace/kosovo/pages/kosovo1.htm"" TARGET=""_new"">UN Kosovo home page</A><BR><BR><A HREF=""http://www.nato.int/"" TARGET=""_new"">NATO</A>",https://www.theguardian.com/world/2000/mar/17/kosovo.comment,3
2000-03-18,Red Army members expelled by Lebanon,"The Lebanese yesterday deported four Japanese Red Army members to Jordan which, according to diplomats in Amman, sent them on their way to Japan where they face terrorism charges.",NA,https://www.theguardian.com/world/2000/mar/18/terrorism,18
2000-03-19,After the flood,"As the waters start to recede from Mozambique, the award-winning photojournalist Tom Stoddart visits one of the worst-hit areas","As the waters start to recede from Mozambique, the award-winning photojournalist Tom Stoddart visits one of the worst-hit areas<BR><BR><a href='http://www.newsunlimited.co.uk/Mozambique/0,2759,142152,00.html' target_new>Mozambique floods: A special report</A>",https://www.theguardian.com/world/2000/mar/19/mozambique.burhanwazir,17
2000-03-20,Girl talk,Does the way a woman speaks say more about her than the way she looks?  Anita Chaudhuri listens in to what the experts have to say.,Does the way a woman speaks say more about her than the way she looks?  Anita Chaudhuri listens in to what the experts have to say,https://www.theguardian.com/world/2000/mar/20/gender.uk,1
2000-03-21,Death in Kashmir,"<B>21 March, 1pm:</B> Former India correspondent <B>Derek Brown</B> delves into the background to the attack perpetrated last night in Kashmir, leaving at least 35 dead","Former India correspondent Derek Brown delves into the background to the attack perpetrated last night in Kashmir, leaving at least 35 dead  <br><br>
<a href=""http://www.pixunlimited.co.uk:7080/ramgen/news/politics/0321india.ra"">Listen to Delhi correspondent Luke Harding on the aftermath of the massacre</a>",https://www.theguardian.com/world/2000/mar/21/kashmir.india1,14
2000-03-22,Pope's passionate plea for Palestinian homeland,Pope John Paul II has at last touched down in the Holy Land. He has fulfilled  his life's ambition - but it has hardly been a mission of joy or serenity.,Pontiff casts caution aside to call for an end to 'sad conflict' in Holy Land,https://www.theguardian.com/world/2000/mar/22/israel.catholicism,26
2000-03-23,Watts Towers,Everything you need to know about the restoration of the Californian architectural folly on the web,Everything you need to know about the restoration of the Californian architectural folly on the web,https://www.theguardian.com/news/2000/mar/23/netnotes,1
2000-03-24,Nato chief rings Kosovo alarm,"The future of Kosovo is on a ""razor edge between success and failure"", a year after the western allies launched their air assault on Yugoslavia to drive Serbian troops from the province, Lord Robertson, Nato's secretary general, warned yesterday.","<A HREF=""http://www.newsunlimited.co.uk/Kosovo/0,2759,45613,00.html"">Kosovo: special report</A>",https://www.theguardian.com/world/2000/mar/24/balkans,4
2000-03-25,Happy and they know it,"The multitudes came to the mountain yesterday as a 70,000-strong crowd welcomed the Pope to the slopes where Jesus is believed to have delivered his sermon on the mount.",Thousands gather to hear Pope say mass on the mount,https://www.theguardian.com/world/2000/mar/25/suzannegoldenberg,8
2000-03-26,Gay slur on Putin opponent,"Crude anti-Semitic and homophobic propaganda has been used by the Kremlin-controlled media in a last-minute attempt to target one of the key opponents of Vladimir Putin, Russia's acting President who it is widely believed will win today's presidential election.","<A HREF=""http://www.newsunlimited.co.uk/russia"">Russia: special report</A>",https://www.theguardian.com/world/2000/mar/26/russia.ameliagentleman,4
2000-03-27,Body of evidence,"The relation between a woman and her body is often seen as problematic. She is aware of herself as a ""physical object"", someone seen, assessed and known as a body. This self-awareness begins at an early age. Diaries of girls as young as eight show that they engage in what the author and academic Joan Jacobs Brumberg calls ""the body project"" - seeing themselves as something to change, mould, perfect. They form resolutions to pare down through dieting and build up through exercise. Being body beautiful becomes a moral mission.","Last week it was claimed that the male menopause, complete with hot flushes, really does exist. But if it does, why aren't more men complaining?  Terri Apter  on the links between sex and wellbeing",https://www.theguardian.com/world/2000/mar/27/gender.uk,2
2000-03-28,Sidelines,Instant karma? | VPL-and-be-damned,NA,https://www.theguardian.com/world/2000/mar/28/gender.uk,1
2000-03-29,Talking dirty,Quotes of the week.,Quotes of the week,https://www.theguardian.com/world/2000/mar/30/gender.uk,3
2000-03-30,Zhang Yimou: Raise the Red Lantern,"<p>No film had a more startling effect in the west than Yimou's Raise the Red Lantern, which rushed Gong Li, a star after Red Sorghum and Ju Dou, into the superstar league</p>",NA,https://www.theguardian.com/world/2000/mar/30/derekmalcolmscenturyoffilm.china7,50
2000-03-31,Japanese volcano erupts,"Japan's snow-capped Mount Usu volcano erupted today, spewing out a huge column of smoke and ash and hurling a flood of volcanic ash and rock toward a small nearby town.","<A HREF=""http://www.newsunlimited.co.uk/graphic/0,5812,154338,00.html"">The site of the eruption: graphic</A>",https://www.theguardian.com/world/2000/mar/31/4,19
2000-04-01,US acts against abuse in private juvenile jail,"The US justice department has taken unprecedented emergency legal action to protect from ""life-threatening conditions"" the inmates of a juvenile prison in Louisiana run by a corporation which also manages jails and immigration detention centres in Britain.",NA,https://www.theguardian.com/world/2000/apr/01/julianborger,11
2000-04-02,France keeps a hold on Black Venus,"Derided by Londoners as 'Fat Bum' and contemptuously nicknamed the Hottentot Venus, Sarah Baartman is again making news 190 years after being shipped from the Cape as an anatomical freak before dying in Paris during the freezing December that followed Waterloo.",NA,https://www.theguardian.com/world/2000/apr/02/paulwebster.theobserver1,9
2000-04-03,Fake cleric puts France in holy disorder,"A 23-year-old man will appear in court in Grenoble today charged with the little-known but very French offences of neglecting to pay the bill in restaurants, defaming the name of the holy mother church, and defrauding the general public by unlawfully impersonating a priest.",NA,https://www.theguardian.com/world/2000/apr/03/jonhenley,22
2000-04-04,Sidelines,Kissing the Queen | Budget for Babies,NA,https://www.theguardian.com/world/2000/apr/04/gender.uk1,1
